key,translation,options,desc_en,desc_vi,chapter,status,notes
"indigenous peoples"                         , "Indigenous peoples"                         , "", "", "", 19, "approved", "Tên riêng, không dịch"
"indigenous perspectives"                    , "Indigenous perspectives"                    , "", "", "", 19, "approved", "Tên riêng, không dịch"
"indigenous philosophy"                      , "Indigenous philosophy"                      , "", "", "", 19, "approved", "Tên riêng, không dịch"
"kalapuya"                                   , "Kalapuya"                                   , "", "", "", 19, "approved", "Tên riêng, không dịch"
"klamath river"                              , "Klamath River"                              , "", "", "", 19, "approved", "Tên riêng, không dịch"
"klamath tribe"                              , "Klamath tribe"                              , "", "", "", 19, "approved", "Tên riêng, không dịch"
"lange"                                      , "Lange"                                      , "", "", "", 19, "approved", "Tên riêng, không dịch"
"language immersion program"                 , "language immersion program"                 , "", "", "", 19, "approved", "Tên riêng, không dịch"
"language recovery"                          , "Language recovery"                          , "", "", "", 19, "approved", "Tên riêng, không dịch"
"levi-strauss"                               , "Levi-Strauss"                               , "", "", "", 19, "approved", "Tên riêng, không dịch"
"maori"                                      , "Maori"                                      , "", "approved", "", 19, "approved", ""
"marshall court trilogy"                     , "bộ ba tiểu thuyết về triều đình Marshall"   , "", "approved", "", 19, "approved", ""
"material cultures"                          , "material cultures"                          , "", "", "", 19, "approved", "Tên riêng, không dịch"
"medicine"                                   , "Medicine"                                   , "", "", "", 19, "approved", "Tên riêng, không dịch"
"memmi"                                      , "Memmi"                                      , "", "", "", 19, "approved", "Tên riêng, không dịch"
"mestizo"                                    , "người lai"                                  , "", "approved", "", 19, "approved", ""
"métis"                                      , "Người Métis"                                , "", "approved", "", 19, "approved", ""
"mission indians"                            , "Mission Indians"                            , "", "", "", 19, "approved", "Tên riêng, không dịch"
"morgan"                                     , "Morgan"                                     , "", "", "", 19, "approved", "Tên riêng, không dịch"
"native american"                            , "Native American"                            , "", "", "", 19, "approved", "Tên riêng, không dịch"
"native american graves and repatriation act", "Native American Graves and Repatriation Act", "", "", "", 19, "approved", "Tên riêng, không dịch"
"native philosophy"                          , "Native philosophy"                          , "", "", "", 19, "approved", "Tên riêng, không dịch"
"native studies"                             , "Nghiên cứu bản địa"                         , "", "approved", "", 19, "approved", ""
"native studies programs"                    , "Native studies programs"                    , "", "", "", 19, "approved", "Tên riêng, không dịch"
"navajo nation"                              , "Navajo Nation"                              , "", "", "", 19, "approved", "Tên riêng, không dịch"
"nee-dash"                                   , "Nee-dash"                                   , "", "", "", 19, "approved", "Tên riêng, không dịch"
"noble savages"                              , "những người man rợ cao quý"                 , "", "approved", "", 19, "approved", ""
"okie migration"                             , "Okie migration"                             , "", "", "", 19, "approved", "Tên riêng, không dịch"
"oral histories"                             , "lịch sử truyền miệng"                       , "", "approved", "", 19, "approved", ""
"oral tradition"                             , "truyền thống truyền miệng"                  , "", "approved", "", 19, "approved", ""
"oregon “trails of tears"                    , "Oregon “Trails of Tears"                    , "", "", "", 19, "approved", "Tên riêng, không dịch"
"osage nation"                               , "Osage Nation"                               , "", "", "", 19, "approved", "Tên riêng, không dịch"
"othering"                                   , "Othering"                                   , "", "", "", 19, "approved", "Tên riêng, không dịch"
"parezo"                                     , "Parezo"                                     , "", "", "", 19, "approved", "Tên riêng, không dịch"
"petroglyphs"                                , "hình khắc trên đá"                          , "", "approved", "", 19, "approved", ""
"pictographs"                                , "chữ tượng hình"                             , "", "approved", "", 19, "approved", ""
"powwows"                                    , "powwows"                                    , "", "", "", 19, "approved", "Tên riêng, không dịch"
"public anthropologists"                     , "các nhà nhân chủng học công cộng"           , "", "approved", "", 19, "approved", ""
"reservations"                               , "đặt chỗ"                                    , "", "approved", "", 19, "approved", ""
"shamanic powers"                            , "shamanic powers"                            , "", "", "", 19, "approved", "Tên riêng, không dịch"
"sioux"                                      , "Sioux"                                      , "", "", "", 19, "approved", "Tên riêng, không dịch"
"smith"                                      , "Smith"                                      , "", "", "", 19, "approved", "Tên riêng, không dịch"
"southwest oregon research project"          , "Southwest Oregon Research Project"          , "", "", "", 19, "approved", "Tên riêng, không dịch"
"systemic racism"                            , "systemic racism"                            , "", "", "", 19, "approved", "Tên riêng, không dịch"
"termination"                                , "chấm dứt"                                   , "", "approved", "", 19, "approved", ""
"teters"                                     , "Teters"                                     , "", "", "", 19, "approved", "Tên riêng, không dịch"
"tolowa nation"                              , "Tolowa Nation"                              , "", "", "", 19, "approved", "Tên riêng, không dịch"
"trade and intercourse acts"                 , "Đạo luật thương mại và giao lưu"            , "", "approved", "", 19, "approved", ""
"treaties"                                   , "hiệp ước"                                   , "", "approved", "", 19, "approved", ""
"tribal liquidation/termination"             , "tribal liquidation/termination"             , "", "", "", 19, "approved", "Tên riêng, không dịch"
"urban indian"                               , "người Ấn Độ thành thị"                      , "", "approved", "", 19, "approved", ""
"washington redskins’"                       , "Washington Redskins’"                       , "", "", "", 19, "approved", "Tên riêng, không dịch"
"wasson"                                     , "Wasson"                                     , "", "", "", 19, "approved", "Tên riêng, không dịch"
"weaving arts"                               , "Weaving arts"                               , "", "", "", 19, "approved", "Tên riêng, không dịch"
"wounded knee"                               , "Wounded Knee"                               , "", "", "", 19, "approved", "Tên riêng, không dịch"
