key,translation,options,desc_en,desc_vi,chapter,status,notes
"out of africa theory"         , ""                           , "", "", "", 5, "proposal", ""
"pit of bones"                 , "Pit of Bones"               , "", "", "", 5, "approved", "Tên riêng, không dịch"
"postcranial features"         , ""                           , "", "", "", 5, "proposal", ""
"reed"                         , "Reed"                       , "", "", "", 5, "approved", "Tên riêng, không dịch"
"rising star cave system"      , "Rising Star cave system"    , "", "", "", 5, "approved", "Tên riêng, không dịch"
"sexual dimorphism"            , "dị hình giới tính"          , "", "approved", "", 5, "approved", ""
"shanidar 10"                  , "Shanidar 10"                , "", "", "", 5, "approved", "Tên riêng, không dịch"
"shanidar 1â9"               , "Shanidar 1â9"             , "", "", "", 5, "approved", "Tên riêng, không dịch"
"shanidar 4"                   , "Shanidar 4"                 , "", "", "", 5, "approved", "Tên riêng, không dịch"
"shanidar cave"                , "Shanidar Cave"              , "", "", "", 5, "approved", "Tên riêng, không dịch"
"side scraper"                 , "side scraper"               , "", "", "", 5, "approved", "Tên riêng, không dịch"
"sima de los huesos"           , "Sima de los Huesos"         , "", "", "", 5, "approved", "Tên riêng, không dịch"
"skin pigmentation"            , "Skin pigmentation"          , "", "", "", 5, "approved", "Tên riêng, không dịch"
"snow"                         , "Snow"                       , "", "", "", 5, "approved", "Tên riêng, không dịch"
"solutrean tool industry"      , "Solutrean tool industry"    , "", "", "", 5, "approved", "Tên riêng, không dịch"
"spears"                       , "spears"                     , "", "", "", 5, "approved", "Tên riêng, không dịch"
"the human revolution"         , "the human revolution"       , "", "", "", 5, "approved", "Tên riêng, không dịch"
"the soft hammer technique"    , "the soft hammer technique"  , "", "", "", 5, "approved", "Tên riêng, không dịch"
"thermoregulation"             , ""                           , "", "", "", 5, "proposal", ""
"tobias"                       , "Tobias"                     , "", "", "", 5, "approved", "Tên riêng, không dịch"
"type specimen"                , "type specimen"              , "", "", "", 5, "approved", "Tên riêng, không dịch"
"venus figurines"              , "Venus figurines"            , "", "", "", 5, "approved", "Tên riêng, không dịch"
"zhoukoudian"                  , "Zhoukoudian"                , "", "", "", 5, "approved", "Tên riêng, không dịch"
