key,translation,options,desc_en,desc_vi,chapter,status,notes
"ramadan"                            , "Ramadan"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"ramps"                              , "ramps"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"residue studies"                    , "nghiên cứu dư lượng"                  , "", "approved", "", 14, "approved", ""
"rowan"                              , "Rowan"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"seventh day adventists"             , "Seventh Day Adventists"               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"shakers"                            , "Shakers"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"shell middens"                      , "cồn vỏ sò"                             , "", "", "", 14, "approved", ""
"shubayqa 1"                         , "Shubayqa 1"                           , "", "", "", 14, "approved", "Tên riêng, không dịch"
"skeletal wear patterns"             , "skeletal wear patterns"               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"subsistence farmers"                , "subsistence farmers"                  , "", "", "", 14, "approved", "Tên riêng, không dịch"
"sustainable farming"                , "sustainable farming"                  , "", "", "", 14, "approved", "Tên riêng, không dịch"
"three sisters"                      , "Three Sisters"                        , "", "", "", 14, "approved", "Tên riêng, không dịch"
"tsã©kã©nis"                         , "TsÃ©kÃ©nis"                           , "", "", "", 14, "approved", "Tên riêng, không dịch"
"unesco"                             , "UNESCO"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"vilaã§a"                            , "VilaÃ§a"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"voegtlin"                           , "Voegtlin"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"wariâ"                            , "Wariâ"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"white"                              , "White"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"world health organization"          , "World Health Organization"            , "", "", "", 14, "approved", "Tên riêng, không dịch"
"zooarchaeology"                     , "zooarchaeology"                       , "", "", "", 14, "approved", "Tên riêng, không dịch"
