key,translation,options,desc_en,desc_vi,chapter,status,notes
"media anthropologists"    , "nhà nhân học truyền thông"         , "", "", "", 15, "approved", ""
"media ideologies"         , "hệ tư tưởng truyền thông"          , "", "approved", "", 15, "approved", ""
"mulvey"                   , "Mulvey"                            , "", "", "", 15, "approved", "Tên riêng, không dịch"
"pardue"                   , "Pardue"                            , "", "", "", 15, "approved", "Tên riêng, không dịch"
"postill"                  , "Postill"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"printing press"           , "máy in báo chí"                    , "", "", "", 15, "approved", ""
"public sphere"            , "lĩnh vực công cộng"                , "", "approved", "", 15, "approved", ""
"pype"                     , "Pype"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"ramírez"                  , "Ramírez"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"sakawa"                   , "sakawa"                            , "", "approved", "", 15, "approved", "Thuật ngữ văn hóa, giữ nguyên"
"sheng"                    , "Sheng"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"sociality"                , "tính xã hội"                       , "", "approved", "", 15, "approved", ""
"soli"                     , "soli"                              , "", "approved", "", 15, "approved", "Thuật ngữ văn hóa Ghana, giữ nguyên"
"spray"                    , "Spray"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"sreberny"                 , "Sreberny"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"state media"              , "truyền thông nhà nước"             , "", "approved", "", 15, "approved", ""
"taussig"                  , "Taussig"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"technophilia"             , "yêu thích công nghệ"               , "", "approved", "", 15, "approved", ""
"the gaze"                 , "ánh nhìn"                          , "", "approved", "", 15, "approved", ""
"the medium is the message", "phương tiện chính là thông điệp"    , "", "", "", 15, "approved", ""
"velez"                    , "Velez"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"visual anthropology"      , "nhân học thị giác"                 , "", "approved", "", 15, "approved", ""
"voyeuristic"              , "nhìn trộm"                         , "", "approved", "", 15, "approved", ""
