key,translation,options,desc_en,desc_vi,chapter,status,notes
"fadiman"                                       , "Fadiman"                                 , "", "", "", 17, "approved", "Tên riêng, không dịch"
"farmer"                                        , "Farmer"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"fauman-fichman"                                , "Fauman-Fichman"                          , "", "", "", 17, "approved", "Tên riêng, không dịch"
"floyd"                                         , "Floyd"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"foster"                                        , "Foster"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"garcia"                                        , "Garcia"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"health"                                        , "sức khỏe"                                , "", "approved", "", 17, "approved", ""
"health decision-making analysis"               , "phân tích quyết định về sức khỏe"        , "", "approved", "", 17, "approved", ""
"hippocrates"                                   , "Hippocrates"                             , "", "", "", 17, "approved", "Tên riêng, không dịch"
"hoffmann"                                      , "Hoffmann"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"idioms of distress"                            , "thành ngữ biểu thị sự đau khổ"           , "", "approved", "", 17, "approved", ""
"illness"                                       , "sự ốm yếu"                               , "", "approved", "", 17, "approved", ""
"illness narrative interviews"                  , "phỏng vấn tường thuật về bệnh tật"       , "", "approved", "", 17, "approved", ""
"ivry"                                          , "Ivry"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"kim"                                           , "Kim"                                     , "", "", "", 17, "approved", "Tên riêng, không dịch"
"kitanaka"                                      , "Kitanaka"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"kleinman"                                      , "Kleinman"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"lende"                                         , "Lende"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"lindenau"                                      , "Lindenau"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"malady"                                        , "bệnh tật"                                , "", "approved", "", 17, "approved", ""
"mcmullin"                                      , "McMullin"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"mead"                                          , "Mead"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"medical ecology"                               , "sinh thái y học"                         , "", "approved", "", 17, "approved", ""
"medical pluralism"                             , "đa nguyên y tế"                          , "", "approved", "", 17, "approved", ""
"medical statistics"                            , "thống kê y tế"                           , "", "approved", "", 17, "approved", ""
"mullings"                                      , "Mullings"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"nading"                                        , "Nading"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"oânell"                                      , "OâNell"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"participant observation"                       , "quan sát tham gia"                       , "", "approved", "", 17, "approved", ""
"paul"                                          , "Paul"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"placebo effect"                                , "hiệu ứng giả dược"                       , "", "approved", "", 17, "approved", ""
"political economic medical anthropology (pema)", "Nhân học y tế, kinh tế, chính trị (PEMA)", "", "approved", "", 17, "approved", ""
"political economy"                             , "kinh tế chính trị"                       , "", "approved", "", 17, "approved", ""
"psychobiological dynamic of health"            , "động lực tâm sinh lý của sức khỏe"       , "", "approved", "", 17, "approved", ""
"ramin"                                         , "Ramin"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"reyes-garcia"                                  , "Reyes-Garcia"                            , "", "", "", 17, "approved", "Tên riêng, không dịch"
"rivers"                                        , "Rivers"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"rubel"                                         , "Rubel"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"sapir"                                         , "Sapir"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"sapolsky"                                      , "Sapolsky"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"sick roles"                                    , "vai trò bệnh hoạn"                       , "", "approved", "", 17, "approved", ""
"sickness"                                      , "bệnh tật"                                , "", "approved", "", 17, "approved", ""
"sobo"                                          , "Sobo"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"social health"                                 , "sức khỏe xã hội"                         , "", "approved", "", 17, "approved", ""
"spencer"                                       , "Spencer"                                 , "", "", "", 17, "approved", "Tên riêng, không dịch"
"structural violence"                           , "bạo lực cấu trúc"                        , "", "approved", "", 17, "approved", ""
"susto"                                         , "sợ hãi"                                  , "", "approved", "", 17, "approved", ""
"symbolic approach"                             , "phương pháp tượng trưng"                 , "", "approved", "", 17, "approved", ""
"symbolic interaction approach"                 , ""                                        , "", "", "", 17, "proposal", ""
"syndemics"                                     , "dịch bệnh đồng thời"                     , "", "approved", "", 17, "approved", ""
"traditional ecological knowledge"              , ""                                        , "", "", "", 17, "proposal", ""
"turner"                                        , "Turner"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"voodoo death"                                  , "cái chết voodoo"                         , "", "approved", "", 17, "approved", ""
"wellin"                                        , "Wellin"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
