key,translation,options,desc_en,desc_vi,chapter,status,notes
consanguineal tie                                        ," ""mối quan hệ huyết thống""                                  "," """""," ""approved"""," """"", 11," ""approved"""," """""
cross cousins                                            ,anh chị em họ chéo," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
descent                                                  ,dòng dõi," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
dinka                                                    ," ""Dinka""                                                    "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
dowry                                                    ," ""của hồi môn""                                              "," """""," ""approved"""," """"", 11," ""approved"""," """""
ego                                                      ," ""CÁI TÔI""                                                  "," """""," ""approved"""," """"", 11," ""approved"""," """""
endogamy rules                                           ," ""endogamy rules""                                           "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
eskimo kinship                                           ," ""Eskimo kinship""                                           "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
exogamy rules                                            ," ""exogamy rules""                                            "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
extended family                                          ," ""gia đình mở rộng""                                         "," """""," ""approved"""," """"", 11," ""approved"""," """""
family                                                   ," ""gia đình""                                                 "," """""," ""approved"""," """"", 11," ""approved"""," """""
family of orientation                                    ," ""gia đình định hướng""                                      "," """""," ""approved"""," """"", 11," ""approved"""," """""
family of procreation                                    ," ""gia đình sinh sản""                                        "," """""," ""approved"""," """"", 11," ""approved"""," """""
fictive kin                                              ," ""họ hàng hư cấu""                                           "," """""," ""approved"""," """"", 11," ""approved"""," """""
fraternal polyandry                                      ," ""đa phu anh em""                                            "," """""," ""approved"""," """"", 11," ""approved"""," """""
genealogical method                                      ," ""genealogical method""                                      "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
generational kinship                                     ," ""quan hệ họ hàng giữa các thế hệ""                          "," """""," ""approved"""," """"", 11," ""approved"""," """""
ghost marriage                                           ," ""hôn nhân ma""                                              "," """""," ""approved"""," """"", 11," ""approved"""," """""
godparenthood                                            ," ""Godparenthood""                                            "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
group marriage                                           ," ""group marriage""                                           "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
hawaiian kinship                                         ," ""Hawaiian kinship""                                         "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
hogan                                                    ," ""hogan""                                                    "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
household                                                ," ""hộ gia đình""                                              "," """""," ""approved"""," """"", 11," ""approved"""," """""
incest                                                   ,loạn luân," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
incest taboo                                             ," ""điều cấm kỵ loạn luân""                                    "," """""," ""approved"""," """"", 11," ""approved"""," """""
iroquois kinship                                         ," ""Iroquois kinship""                                         "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
joint families                                           ," ""joint families""                                           "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
kindred                                                  ," ""họ hàng""                                                  "," """""," ""approved"""," """"", 11," ""approved"""," """""
kinship                                                  ," ""quan hệ họ hàng""                                          "," """""," ""approved"""," """"", 11," ""approved"""," """""
lamphere                                                 ," ""Lamphere""                                                 "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
levirate                                                 ,hôn nhân levirate," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
lineage                                                  ," ""dòng dõi""                                                 "," """""," ""approved"""," """"", 11," ""approved"""," """""
lineal kinship                                           ," ""quan hệ họ hàng trực hệ""                                  "," """""," ""approved"""," """"", 11," ""approved"""," """""
lukchin                                                  ," ""lukchin""                                                  "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
malinowski                                               ," ""Malinowski""                                               "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
marriage                                                 ," ""kết hôn""                                                  "," """""," ""approved"""," """"", 11," ""approved"""," """""
marriage compensation                                    ," ""bồi thường hôn nhân""                                      "," """""," ""approved"""," """"", 11," ""approved"""," """""
matrilineal (or uterine) descent                         ,dòng dõi mẫu hệ," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
matrilocal residence                                     ," ""cư trú theo mẫu hệ""                                       "," """""," ""approved"""," """"", 11," ""approved"""," """""
miriam zeitzen                                           ," ""Miriam Zeitzen""                                           "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
moieties                                                 ," ""các phần tử""                                              "," """""," ""approved"""," """"", 11," ""approved"""," """""
monogamy                                                 ," ""một vợ một chồng""                                         "," """""," ""approved"""," """"", 11," ""approved"""," """""
morgan                                                   ," ""Morgan""                                                   "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
mosuo                                                    ," ""Mosuo""                                                    "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
mundurucãº                                               ," ""MundurucÃº""                                               "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
navajo nation                                            ," ""Navajo Nation""                                            "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
neolocal residence                                       ," ""cư trú tân địa phương""                                    "," """""," ""approved"""," """"", 11," ""approved"""," """""
nepalese brahmans                                        ," ""Nepalese Brahmans""                                        "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
nuclear family                                           ," ""gia đình hạt nhân""                                        "," """""," ""approved"""," """"", 11," ""approved"""," """""
nuer                                                     ," ""Nuer""                                                     "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
obergefell v. hodges                                     ," ""Obergefell v. Hodges""                                     "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
parallel cousins                                         ,anh chị em họ song song," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
patrilineal (or agnatic) descent                         ,dòng dõi phụ hệ," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
patrilocal residence                                     ," ""nơi cư trú theo cha""                                      "," """""," ""approved"""," """"", 11," ""approved"""," """""
polyandry                                                ," ""đa phu""                                                   "," """""," ""approved"""," """"", 11," ""approved"""," """""
polygamy                                                 ," ""đa thê""                                                   "," """""," ""approved"""," """"", 11," ""approved"""," """""
polygyny                                                 ," ""đa thê""                                                   "," """""," ""approved"""," """"", 11," ""approved"""," """""
postmarital residence rules                              ," ""quy tắc cư trú sau hôn nhân""                              "," """""," ""approved"""," """"", 11," ""approved"""," """""
radcliffe-brown                                          ," ""Radcliffe-Brown""                                          "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
remarriage obligations                                   ," ""nghĩa vụ tái hôn""                                         "," """""," ""approved"""," """"", 11," ""approved"""," """""
rivers                                                   ," ""Rivers""                                                   "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
serial monogamy                                          ," ""chế độ một vợ một chồng liên tiếp""                        "," """""," ""approved"""," """"", 11," ""approved"""," """""
servinakuy                                               ," ""servinakuy""                                               "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
sitlhou                                                  ," ""Sitlhou""                                                  "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
sociocultural constructions                              ,kiến tạo văn hóa - xã hội," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
sororate                                                 ,hôn nhân sororate," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
systems of consanguinity and affinity of the human family," ""Systems of Consanguinity and Affinity of the Human Family"""," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
terms of address                                         ,từ ngữ xưng hô," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
terms of reference                                       ,từ ngữ quy chiếu," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
trobriand islands                                        ," ""Trobriand Islands""                                        "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
unilineal descent                                        ," ""dòng dõi đơn tuyến""                                       "," """""," ""approved"""," """"", 11," ""approved"""," """""
