key,translation,options,desc_en,desc_vi,chapter,status,notes
"mass extinction"                                            , "mass extinction"                                            , "", "", "", 1, "approved", "Tên riêng, không dịch"
"me too movement"                                            , "Me Too movement"                                            , "", "", "", 1, "approved", "Tên riêng, không dịch"
"mintz"                                                      , "Mintz"                                                      , "", "", "", 1, "approved", "Tên riêng, không dịch"
"morgan"                                                     , "Morgan"                                                     , "", "", "", 1, "approved", "Tên riêng, không dịch"
"neanderthals"                                               , "Neanderthals"                                               , "", "", "", 1, "approved", "Tên riêng, không dịch"
"north american traditional indigenous food systems (natifs)", "North American Traditional Indigenous Food Systems (NATIFS)", "", "", "", 1, "approved", "Tên riêng, không dịch"
"orientalism"                                                , "chủ nghĩa phương Đông"                                      , "", "approved", "", 1, "approved", ""
"owsley"                                                     , "Owsley"                                                     , "", "", "", 1, "approved", "Tên riêng, không dịch"
"polarized"                                                  , "polarized"                                                  , "", "", "", 1, "approved", "Tên riêng, không dịch"
"primates"                                                   , "primates"                                                   , "", "", "", 1, "approved", "Tên riêng, không dịch"
"primitivism"                                                , "chủ nghĩa nguyên thủy"                                      , "", "approved", "", 1, "approved", ""
"public anthropology"                                        , "public anthropology"                                        , "", "", "", 1, "approved", "Tên riêng, không dịch"
"race"                                                       , "Race"                                                       , "", "", "", 1, "approved", "Tên riêng, không dịch"
"ralph"                                                      , "Ralph"                                                      , "", "", "", 1, "approved", "Tên riêng, không dịch"
"rig veda"                                                   , "Rig Veda"                                                   , "", "", "", 1, "approved", "Tên riêng, không dịch"
"said"                                                       , "Said"                                                       , "", "", "", 1, "approved", "Tên riêng, không dịch"
"sardinia"                                                   , "Sardinia"                                                   , "", "", "", 1, "approved", "Tên riêng, không dịch"
"schaik"                                                     , "Schaik"                                                     , "", "", "", 1, "approved", "Tên riêng, không dịch"
"scheper-hughes"                                             , "Scheper-Hughes"                                             , "", "", "", 1, "approved", "Tên riêng, không dịch"
"serial monogamy"                                            , "serial monogamy"                                            , "", "", "", 1, "approved", "Tên riêng, không dịch"
"shell-duncan"                                               , "Shell-Duncan"                                               , "", "", "", 1, "approved", "Tên riêng, không dịch"
"sheltering in place"                                        , "sheltering in place"                                        , "", "", "", 1, "approved", "Tên riêng, không dịch"
"sherman"                                                    , "Sherman"                                                    , "", "", "", 1, "approved", "Tên riêng, không dịch"
"stanley"                                                    , "Stanley"                                                    , "", "", "", 1, "approved", "Tên riêng, không dịch"
"sumatra"                                                    , "Sumatra"                                                    , "", "", "", 1, "approved", "Tên riêng, không dịch"
"sun dagger"                                                 , "Sun Dagger"                                                 , "", "", "", 1, "approved", "Tên riêng, không dịch"
"thompson"                                                   , "Thompson"                                                   , "", "", "", 1, "approved", "Tên riêng, không dịch"
"torres"                                                     , "Torres"                                                     , "", "", "", 1, "approved", "Tên riêng, không dịch"
"tourigny"                                                   , "Tourigny"                                                   , "", "", "", 1, "approved", "Tên riêng, không dịch"
"trobrianders"                                               , "Trobrianders"                                               , "", "", "", 1, "approved", "Tên riêng, không dịch"
"tylor"                                                      , "Tylor"                                                      , "", "", "", 1, "approved", "Tên riêng, không dịch"
"varna"                                                      , "varna"                                                      , "", "", "", 1, "approved", "Tên riêng, không dịch"
"whistleblowers"                                             , "whistleblowers"                                             , "", "", "", 1, "approved", "Tên riêng, không dịch"
