key,translation,options,desc_en,desc_vi,chapter,status,notes
"intensive agriculture"   , "nông nghiệp thâm canh"            , "", "approved", "", 7, "approved", ""
"intercropping"           , "trồng xen canh"                   , "", "approved", "", 7, "approved", ""
"inuit"                   , "Inuit"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"jacka"                   , "Jacka"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"jameson"                 , "Jameson"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"kattunayakan"            , "Kattunayakan"                     , "", "", "", 7, "approved", "Tên riêng, không dịch"
"kayapã³"                 , "KayapÃ³"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"kwakiutl"                , "Kwakiutl"                         , "", "", "", 7, "approved", "Tên riêng, không dịch"
"markets"                 , "thị trường"                       , "", "approved", "", 7, "approved", ""
"martu"                   , "Martu"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"mesopotamia"             , "Mesopotamia"                      , "", "", "", 7, "approved", "Tên riêng, không dịch"
"middle east"             , "Middle East"                      , "", "", "", 7, "approved", "Tên riêng, không dịch"
"mode of subsistence"     , "phương thức sinh kế"              , "", "approved", "", 7, "approved", ""
"modernity"               , "hiện đại"                         , "", "approved", "", 7, "approved", ""
"money"                   , "tiền bạc"                         , "", "approved", "", 7, "approved", ""
"monte albã¡n"            , "Monte AlbÃ¡n"                     , "", "", "", 7, "approved", "Tên riêng, không dịch"
"monumental architecture" , "kiến trúc đồ sộ"                  , "", "approved", "", 7, "approved", ""
"nile"                    , "Nile"                             , "", "", "", 7, "approved", "Tên riêng, không dịch"
"nomadism"                , "lối sống du mục"                  , "", "approved", "", 7, "approved", ""
"north africa"            , "North Africa"                     , "", "", "", 7, "approved", "Tên riêng, không dịch"
"paliyan"                 , "Paliyan"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"pastoralism"             , "chăn thả gia súc"                 , "", "approved", "", 7, "approved", ""
"pastoralists"            , "pastoralists"                     , "", "", "", 7, "approved", "Tên riêng, không dịch"
"peasants"                , "nông dân"                         , "", "approved", "", 7, "approved", ""
"pintupi"                 , "Pintupi"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"plant domestication"     , "thuần hóa thực vật"               , "", "approved", "", 7, "approved", ""
"postmodernity"           , "hậu hiện đại"                     , "", "approved", "", 7, "approved", ""
"potlatch"                , "potlatch"                         , "", "approved", "", 7, "approved", ""
"precarity"               , "sự bấp bênh"                      , "", "approved", "", 7, "approved", ""
"pumã©"                   , "PumÃ©"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"redistribution"          , "phân phối lại"                    , "", "approved", "", 7, "approved", ""
"sahlins"                 , "Sahlins"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"seminomadic"             , "bán du mục"                       , "", "approved", "", 7, "approved", ""
"sexual division of labor", "phân công lao động theo giới tính", "", "approved", "", 7, "approved", ""
"shifting cultivation"    , ""                                 , "", "", "", 7, "proposal", ""
"shoshone"                , "Shoshone"                         , "", "", "", 7, "approved", "Tên riêng, không dịch"
"slash and burn"          , "chặt phá và đốt"                  , "", "approved", "", 7, "approved", ""
"special-purpose money"   , "tiền chuyên dụng"                 , "", "approved", "", 7, "approved", ""
"surplus"                 , "thặng dư"                         , "", "approved", "", 7, "approved", ""
"tanzania"                , "Tanzania"                         , "", "", "", 7, "approved", "Tên riêng, không dịch"
"tigris"                  , "Tigris"                           , "", "", "", 7, "approved", "Tên riêng, không dịch"
"time-space compression"  , "nén thời gian-không gian"         , "", "approved", "", 7, "approved", ""
"tinputz"                 , "Tinputz"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"tlingit"                 , "Tlingit"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"transhumance"            , "chăn thả du mục"                  , "", "approved", "", 7, "approved", ""
"universalism"            , "chủ nghĩa phổ quát"               , "", "approved", "", 7, "approved", ""
"uruk"                    , "Uruk"                             , "", "", "", 7, "approved", "Tên riêng, không dịch"
"usufruct rights"         , "quyền hưởng lợi"                  , "", "approved", "", 7, "approved", ""
"wodaabe"                 , "Wodaabe"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
