key,translation,options,desc_en,desc_vi,chapter,status,notes
"displacement"                     , "sự dịch chuyển"                   , "", "approved", "", 10, "approved", ""
"environmental migration"          , "di cư môi trường"                 , "", "approved", "", 10, "approved", ""
"epidemics"                        , "dịch bệnh"                        , "", "", "", 10, "approved", ""
"erlandson"                        , "Erlandson"                        , "", "", "", 10, "approved", "Tên riêng, không dịch"
"forced labor"                     , "lao động cưỡng bức"               , "", "approved", "", 10, "approved", ""
"forced migration"                 , "di cư cưỡng bức"                  , "", "approved", "", 10, "approved", ""
"globalization"                    , "globalization"                    , "", "", "", 10, "approved", "Tên riêng, không dịch"
"historical paralysis"             , "historical paralysis"             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"homo erectus"                     , "Homo erectus"                     , "", "", "", 10, "approved", "Tên riêng, không dịch"
"homo sapiens"                     , "Homo sapiens"                     , "", "", "", 10, "approved", "Tên riêng, không dịch"
"hostile terrain 94"               , "Hostile Terrain 94"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"human trafficking"                , "buôn bán người"                   , "", "approved", "", 10, "approved", ""
"immigrants"                       , "người nhập cư"                    , "", "", "", 10, "approved", ""
"indigenous peoples"               , "Indigenous peoples"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"interior route"                   , "interior route"                   , "", "", "", 10, "approved", "Tên riêng, không dịch"
"internal migration"               , "di cư nội bộ"                     , "", "approved", "", 10, "approved", ""
"intersectionality"                , "intersectionality"                , "", "", "", 10, "approved", "Tên riêng, không dịch"
"iran"                             , "Iran"                             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"iraq"                             , "Iraq"                             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"jewish diaspora"                  , "Jewish diaspora"                  , "", "", "", 10, "approved", "Tên riêng, không dịch"
"jhum"                             , "jhum"                             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"kelp highway hypothesis"          , "kelp highway hypothesis"          , "", "", "", 10, "approved", "Tên riêng, không dịch"
"kuwait"                           , "Kuwait"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"labor migration"                  , "di cư lao động"                   , "", "approved", "", 10, "approved", ""
"leã³n"                            , "LeÃ³n"                            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"lehrer"                           , "Lehrer"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"lukose"                           , "Lukose"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"manchineri"                       , "Manchineri"                       , "", "", "", 10, "approved", "Tên riêng, không dịch"
"marginalization"                  , "marginalization"                  , "", "", "", 10, "approved", "Tên riêng, không dịch"
"menstruation ceremony"            , "menstruation ceremony"            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"mesopotamia"                      , "Mesopotamia"                      , "", "", "", 10, "approved", "Tên riêng, không dịch"
"meyers"                           , "Meyers"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"migrant trails"                   , "migrant trails"                   , "", "", "", 10, "approved", "Tên riêng, không dịch"
"migrants"                         , "người di cư"                      , "", "", "", 10, "approved", ""
"migration"                        , "di cư"                            , "", "approved", "", 10, "approved", ""
"migration routes"                 , "migration routes"                 , "", "", "", 10, "approved", "Tên riêng, không dịch"
"modern slavery"                   , "nô lệ hiện đại"                   , "", "approved", "", 10, "approved", ""
"mondal"                           , "Mondal"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"monte verde site"                 , "Monte Verde Site"                 , "", "", "", 10, "approved", "Tên riêng, không dịch"
"multi-sited ethnographic research", "multi-sited ethnographic research", "", "", "", 10, "approved", "Tên riêng, không dịch"
"nafta"                            , "NAFTA"                            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"nyishi"                           , "Nyishi"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"out-migration"                    , "out-migration"                    , "", "", "", 10, "approved", "Tên riêng, không dịch"
"pandemic"                         , "dịch bệnh"                        , "", "approved", "", 10, "approved", ""
"peasants"                         , "nông dân"                         , "", "approved", "", 10, "approved", ""
"phoenicians"                      , "Phoenicians"                      , "", "", "", 10, "approved", "Tên riêng, không dịch"
"pleistocene"                      , "Pleistocene"                      , "", "", "", 10, "approved", "Tên riêng, không dịch"
"pluralist contextualization"      , "pluralist contextualization"      , "", "", "", 10, "approved", "Tên riêng, không dịch"
"poland"                           , "Poland"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"postcolonialism"                  , "chủ nghĩa hậu thuộc địa"          , "", "approved", "", 10, "approved", ""
"pre-clovis culture"               , "pre-Clovis culture"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"puyas"                            , "Puyas"                            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"racial stereotypes"               , "racial stereotypes"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"ramsay"                           , "Ramsay"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"ramya"                            , "Ramya"                            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"redfield"                         , "Redfield"                         , "", "", "", 10, "approved", "Tên riêng, không dịch"
"refugees"                         , "người tị nạn"                     , "", "", "", 10, "approved", ""
"reichel"                          , "Reichel"                          , "", "", "", 10, "approved", "Tên riêng, không dịch"
"remittances"                      , "kiều hối"                         , "", "approved", "", 10, "approved", ""
"roman empire"                     , "Roman Empire"                     , "", "", "", 10, "approved", "Tên riêng, không dịch"
"seasonal migration"               , "seasonal migration"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"second colonialism"               , "second colonialism"               , "", "", "", 10, "approved", "Tên riêng, không dịch"
"snipes"                           , "Snipes"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"symbolic capital"                 , "symbolic capital"                 , "", "", "", 10, "approved", "Tên riêng, không dịch"
"syria"                            , "Syria"                            , "", "", "", 10, "approved", "Tên riêng, không dịch"
"tell hamoukar"                    , "Tell Hamoukar"                    , "", "", "", 10, "approved", "Tên riêng, không dịch"
"transatlantic slave trade"        , "transatlantic slave trade"        , "", "", "", 10, "approved", "Tên riêng, không dịch"
"transnationalism"                 , "chủ nghĩa xuyên quốc gia"         , "", "approved", "", 10, "approved", ""
"turkey"                           , "Turkey"                           , "", "", "", 10, "approved", "Tên riêng, không dịch"
"uruk"                             , "Uruk"                             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"virtanen"                         , "Virtanen"                         , "", "", "", 10, "approved", "Tên riêng, không dịch"
"weston jr."                       , "Weston Jr."                       , "", "", "", 10, "approved", "Tên riêng, không dịch"
"wolf"                             , "Wolf"                             , "", "", "", 10, "approved", "Tên riêng, không dịch"
"zapatista rebellion"              , "Zapatista rebellion"              , "", "", "", 10, "approved", "Tên riêng, không dịch"
