key,translation,options,desc_en,desc_vi,chapter,status,notes
"li"                                                  , "Li"                                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"linguistic anthropologists"                          , "Linguistic anthropologists"                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"malinowski"                                          , "Malinowski"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"material culture"                                    , "material culture"                                    , "", "", "", 3, "approved", "Tên riêng, không dịch"
"morgan"                                              , "Morgan"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"norm"                                                , "chuẩn mực"                                           , "", "approved", "", 3, "approved", ""
"ojibwa culture"                                      , "Ojibwa culture"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ontological anthropology"                            , "nhân học bản thể luận"                               , "", "approved", "", 3, "approved", ""
"ontology"                                            , "bản thể luận"                                        , "", "approved", "", 3, "approved", ""
"radcliffe-brown"                                     , "Radcliffe-Brown"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"rites of passage"                                    , "nghi lễ chuyển giao"                                 , "", "approved", "", 3, "approved", ""
"ritual"                                              , "nghi thức"                                           , "", "approved", "", 3, "approved", ""
"scalco"                                              , "Scalco"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"smithsonian’s national museum of the american indian", "Smithsonian’s National Museum of the American Indian", "", "", "", 3, "approved", "Tên riêng, không dịch"
"social structure"                                    , "cấu trúc xã hội"                                     , "", "approved", "", 3, "approved", ""
"structural functionalism"                            , "chủ nghĩa chức năng cấu trúc"                        , "", "approved", "", 3, "approved", ""
"structural functionalists"                           , "Structural functionalists"                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"structuralism"                                       , "chủ nghĩa cấu trúc"                                  , "", "approved", "", 3, "approved", ""
"symbol"                                              , "biểu tượng"                                          , "", "approved", "", 3, "approved", ""
"symbols"                                             , "Symbols"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"technology"                                          , "công nghệ"                                           , "", "approved", "", 3, "approved", ""
"tylor"                                               , "Tylor"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"tylor’s"                                             , "Tylor’s"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"unilineal evolution"                                 , "tiến hóa đơn tuyến"                                  , "", "approved", "", 3, "approved", ""
"values"                                              , "giá trị"                                             , "", "approved", "", 3, "approved", ""
"wax print"                                           , "wax print"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"wax-print cloth"                                     , "wax-print cloth"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"williamson"                                          , "Williamson"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"worldview"                                           , "thế giới quan"                                       , "", "approved", "", 3, "approved", ""
"zhang"                                               , "Zhang"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
